service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
feed_0_12280130_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12280131_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12280132_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12280133_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12280135_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12280136_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161216
feed_0_12280138_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12280139_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_12280141_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12280143_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161216
feed_0_12280146_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12280147_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_12280149_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12280151_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161216
feed_0_12280154_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12280155_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_12280439_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12280441_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12280443_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12280444_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12280446_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12280448_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12280449_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12280452_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161213
feed_0_12280453_temporally_filtered_0,0,0,0,0,0,0,0,20161214,20161217
feed_0_12280454_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12280465_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12280466_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12280468_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282500_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282501_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12282502_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282508_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282510_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12282511_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282513_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282515_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12282516_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282517_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282518_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161216
feed_0_12282520_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282521_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_12282522_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282523_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161216
feed_0_12282525_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282526_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_12282527_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282528_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161216
feed_0_12282530_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282531_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_12282536_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282538_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12282539_temporally_filtered_0,0,0,0,0,0,0,0,20161215,20161215
feed_0_12282540_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282545_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282546_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12282548_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282549_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282551_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161216
feed_0_12282552_temporally_filtered_0,0,0,0,0,0,0,0,20161215,20161215
feed_0_12282553_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282554_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_12282559_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282561_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161216
feed_0_12282562_temporally_filtered_0,0,0,0,0,0,0,0,20161215,20161215
feed_0_12282563_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282564_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_12282565_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282567_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12282568_temporally_filtered_0,0,0,0,0,0,0,0,20161215,20161215
feed_0_12282569_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282581_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282582_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12282584_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282589_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282590_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12282592_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282598_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282599_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12282601_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282609_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12282611_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282614_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_12282616_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282627_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282628_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161216
feed_0_12282630_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282632_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_12282634_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282635_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161216
feed_0_12282637_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282639_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_12282653_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282655_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161213
feed_0_12282656_temporally_filtered_0,0,0,0,0,0,0,0,20161214,20161216
feed_0_12282657_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282659_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_12282661_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282663_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161213
feed_0_12282664_temporally_filtered_0,0,0,0,0,0,0,0,20161214,20161216
feed_0_12282665_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282667_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_12282672_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_12282673_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161216
feed_0_12282675_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_12282677_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_1388795_temporally_filtered_0,0,0,0,0,0,0,0,20161219,20161219
feed_0_1394015_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_187284_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161217
feed_0_2025098_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2025099_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2025104_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025107_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2025112_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2025115_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2025119_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025122_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2025125_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2025127_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2025128_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025130_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2025131_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2025134_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2025138_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025142_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2025147_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2025149_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2025152_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025154_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2025242_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025251_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2025255_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2025257_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025261_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2025263_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2025264_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2025266_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025267_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2025270_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2025277_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025338_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2025358_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2025372_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025391_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2025543_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2025547_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2025550_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025554_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2025587_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2025592_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2025595_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025596_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2025600_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2025602_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2025605_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025608_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2025820_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2025821_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2025825_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2025826_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2045787_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161218
feed_0_2085763_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2085764_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2085765_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2085766_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2090556_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2090557_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2090558_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2090559_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2090560_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2090561_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2090562_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2090563_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2095070_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2095071_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2096457_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2096463_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2096474_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2100343_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2100345_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2100353_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117790_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117793_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117795_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117796_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161213
feed_0_2117797_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117798_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117800_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117801_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117803_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117804_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117806_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117807_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117809_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117810_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117812_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117813_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117815_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117816_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117818_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117819_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117821_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2117822_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117823_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2117824_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117825_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117826_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117827_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2117829_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117831_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117832_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117834_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117835_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117837_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117838_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117840_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117841_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117843_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117845_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117847_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117848_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117851_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117852_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117854_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117856_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117858_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117860_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117862_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117863_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2117864_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117865_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2117866_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117867_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117869_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117870_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117872_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117873_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117875_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117876_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117878_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117879_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117881_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117882_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117884_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117886_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117887_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117889_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117892_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117894_temporally_filtered_0,0,0,0,0,0,0,0,20161214,20161214
feed_0_2117896_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117897_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117899_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117902_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117904_temporally_filtered_0,0,0,0,0,0,0,0,20161214,20161214
feed_0_2117906_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117907_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117909_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117912_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117914_temporally_filtered_0,0,0,0,0,0,0,0,20161214,20161214
feed_0_2117916_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117917_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117943_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117948_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117950_temporally_filtered_0,0,0,0,0,0,0,0,20161214,20161214
feed_0_2117952_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2117954_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117955_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2117957_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117959_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2117960_temporally_filtered_0,0,0,0,0,0,0,0,20161214,20161214
feed_0_2117961_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117962_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2117963_temporally_filtered_0,0,0,0,0,0,0,0,20161214,20161214
feed_0_2117964_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2117965_temporally_filtered_0,0,0,0,0,0,0,0,20161214,20161214
feed_0_2117966_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2117967_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2117969_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2117970_temporally_filtered_0,0,0,0,0,0,0,0,20161213,20161213
feed_0_2117971_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2117972_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2141287_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2141288_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2152952_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2164126_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2164129_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2164148_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2164153_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2164161_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2164169_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2164171_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2164172_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2164174_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2164176_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2164178_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2164179_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2164181_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2164182_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2164373_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2164374_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2164376_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2164377_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2164378_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2164380_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2164381_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2164382_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2164384_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2164385_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2164386_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2164388_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2164418_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2164419_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2164420_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2164422_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2164423_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2164424_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2164425_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2164427_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2164428_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2165701_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2169293_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2169294_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2169296_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2169298_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2169304_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2169305_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2169307_temporally_filtered_0,0,0,0,0,0,0,0,20161217,20161217
feed_0_2169309_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2169311_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2169312_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2177044_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2177045_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2177047_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2177048_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161216
feed_0_2178228_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2178229_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2178231_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
feed_0_2178232_temporally_filtered_0,0,0,0,0,0,0,0,20161218,20161218
feed_0_2178233_temporally_filtered_0,0,0,0,0,0,0,0,20161212,20161215
feed_0_2178235_temporally_filtered_0,0,0,0,0,0,0,0,20161216,20161216
