transfer_type,min_transfer_time,from_stop_id,to_stop_id
2,87.0,feed_0_3740549,
2,267.0,feed_0_3740551,feed_0_1917
2,267.0,feed_0_3740551,
2,63.0,feed_0_3740551,feed_0_4008239
2,82.0,feed_0_3740551,feed_0_4008240
2,82.0,feed_0_3740551,
2,54.0,feed_0_3740551,feed_0_4008863
2,82.0,feed_0_3740551,
2,89.0,feed_0_3740555,feed_0_3813135
2,30.0,feed_0_3740555,feed_0_3813153
2,30.0,feed_0_3740555,
2,54.0,feed_0_3740556,feed_0_4008210
2,227.0,feed_0_3740557,feed_0_1819
2,227.0,feed_0_3740557,feed_0_1820
2,227.0,feed_0_3740557,
2,227.0,feed_0_3740557,
2,81.0,feed_0_3740557,feed_0_3893474
2,81.0,feed_0_3740557,
2,81.0,feed_0_3740557,
2,81.0,feed_0_3740557,
2,244.0,feed_0_3740558,feed_0_1819
2,244.0,feed_0_3740558,feed_0_1820
2,244.0,feed_0_3740558,
2,244.0,feed_0_3740558,
2,65.0,feed_0_3740558,feed_0_3749695
2,89.0,feed_0_3740558,feed_0_3893474
2,89.0,feed_0_3740558,
2,93.0,feed_0_3740558,feed_0_4008841
2,89.0,feed_0_3740558,
2,89.0,feed_0_3740558,
2,93.0,feed_0_3740558,
2,192.0,feed_0_3740559,feed_0_1166840
2,192.0,feed_0_3740559,
2,192.0,feed_0_3740559,feed_0_1723
2,192.0,feed_0_3740559,feed_0_1724
2,192.0,feed_0_3740559,
2,192.0,feed_0_3740559,
2,58.0,feed_0_3740559,feed_0_3747809
2,58.0,feed_0_3740559,
2,108.0,feed_0_3740559,feed_0_3749691
2,94.0,feed_0_3740559,feed_0_3749916
2,64.0,feed_0_3740559,feed_0_3764794
2,64.0,feed_0_3740559,
2,23.0,feed_0_3740559,feed_0_3893335
2,23.0,feed_0_3740559,
2,64.0,feed_0_3740559,feed_0_4008888
2,64.0,feed_0_3740559,
2,64.0,feed_0_3740559,
2,80.0,feed_0_3740559,
2,94.0,feed_0_3740559,
2,80.0,feed_0_3740559,
2,42.0,feed_0_3740559,
2,94.0,feed_0_3740559,
2,42.0,feed_0_3740559,
2,80.0,feed_0_3740559,
2,64.0,feed_0_3740559,
2,64.0,feed_0_3740559,
2,108.0,feed_0_3740559,
2,23.0,feed_0_3740559,feed_0_4726914
2,94.0,feed_0_3740559,
2,94.0,feed_0_3740559,
2,92.0,feed_0_3740559,
2,42.0,feed_0_3740559,
2,36.0,feed_0_3740559,feed_0_5657267
2,66.0,feed_0_3740974,
2,54.0,feed_0_3740974,
2,51.0,feed_0_3740975,
2,50.0,feed_0_3740975,
2,32.0,,
2,32.0,,
2,66.0,,
2,66.0,,
2,66.0,,
2,66.0,,
2,29.0,,feed_0_3972571
2,30.0,,
2,30.0,feed_0_3740980,
2,10.0,feed_0_3740980,feed_0_3972571
2,30.0,feed_0_3740980,
2,67.0,feed_0_3740981,
2,67.0,feed_0_3740981,
2,67.0,feed_0_3740982,
2,67.0,feed_0_3740982,
2,67.0,feed_0_3740982,
2,117.0,feed_0_3740983,
2,117.0,feed_0_3740983,
2,62.0,feed_0_3740983,feed_0_4035683
2,134.0,feed_0_3740983,feed_0_4179745
2,117.0,feed_0_3740984,
2,54.0,feed_0_3740984,feed_0_4035683
2,33.0,feed_0_3740984,feed_0_4179745
2,131.0,feed_0_3740984,feed_0_4179746
2,35.0,feed_0_3740985,
2,35.0,feed_0_3740985,
2,35.0,feed_0_3740986,
2,35.0,feed_0_3740986,
2,43.0,feed_0_3740987,
2,43.0,feed_0_3740988,
2,18.0,feed_0_3740989,
2,18.0,feed_0_3740990,
2,12.0,feed_0_3740991,
2,12.0,feed_0_3740992,
2,28.0,feed_0_3740993,
2,28.0,feed_0_3740994,
2,139.0,feed_0_3740995,feed_0_3664133
2,85.0,feed_0_3740995,feed_0_3664134
2,139.0,feed_0_3740995,
2,85.0,feed_0_3740995,
2,18.0,feed_0_3740995,
2,144.0,feed_0_3740996,feed_0_3664133
2,100.0,feed_0_3740996,feed_0_3664134
2,144.0,feed_0_3740996,
2,100.0,feed_0_3740996,
2,18.0,feed_0_3740996,
2,27.0,,
2,27.0,feed_0_3740998,feed_0_3664151
2,27.0,feed_0_3740998,
2,27.0,feed_0_3740998,
2,28.0,,
2,28.0,feed_0_3741000,feed_0_3664152
2,28.0,feed_0_3741000,
2,28.0,feed_0_3741000,
2,32.0,,
2,32.0,,
2,33.0,feed_0_3741051,feed_0_3749675
2,86.0,feed_0_3741051,
2,50.0,feed_0_3741051,
2,92.0,feed_0_3741051,feed_0_3764604
2,92.0,feed_0_3741051,
2,23.0,feed_0_3741051,feed_0_3807561
2,86.0,feed_0_3741051,
2,50.0,feed_0_3741051,
2,50.0,feed_0_3741051,
2,86.0,feed_0_3741051,
2,86.0,feed_0_3741051,
2,50.0,feed_0_3741051,
2,42.0,feed_0_3741052,feed_0_3666564
2,34.0,feed_0_3741052,feed_0_3666565
2,42.0,feed_0_3741052,
2,34.0,feed_0_3741052,
2,42.0,feed_0_3741052,
2,34.0,feed_0_3741052,
2,42.0,feed_0_3741052,
2,34.0,feed_0_3741052,
2,42.0,feed_0_3741052,
2,30.0,feed_0_3741052,feed_0_3747905
2,80.0,feed_0_3741052,feed_0_3749675
2,34.0,feed_0_3741052,
2,42.0,feed_0_3741052,
2,20.0,feed_0_3741052,feed_0_3764604
2,20.0,feed_0_3741052,
2,14.0,feed_0_3741052,feed_0_3811223
2,34.0,feed_0_3741052,
2,42.0,feed_0_3741052,
2,42.0,feed_0_3741052,
2,34.0,feed_0_3741052,
2,34.0,feed_0_3741052,
2,42.0,feed_0_3741052,
2,11.0,feed_0_3741053,feed_0_3666564
2,18.0,feed_0_3741053,feed_0_3666565
2,11.0,feed_0_3741053,
2,18.0,feed_0_3741053,
2,11.0,feed_0_3741053,
2,18.0,feed_0_3741053,
2,11.0,feed_0_3741053,
2,18.0,feed_0_3741053,
2,11.0,feed_0_3741053,
2,45.0,feed_0_3741053,feed_0_3747905
2,45.0,feed_0_3741053,
2,102.0,feed_0_3741053,feed_0_3749675
2,45.0,feed_0_3741053,
2,18.0,feed_0_3741053,
2,11.0,feed_0_3741053,
2,54.0,feed_0_3741053,feed_0_3764604
2,45.0,feed_0_3741053,
2,54.0,feed_0_3741053,
2,45.0,feed_0_3741053,
2,42.0,feed_0_3741053,feed_0_3811223
2,45.0,feed_0_3741053,
2,18.0,feed_0_3741053,
2,11.0,feed_0_3741053,
2,11.0,feed_0_3741053,
2,18.0,feed_0_3741053,
2,100.0,feed_0_3741053,feed_0_5657280
2,18.0,feed_0_3741053,
2,11.0,feed_0_3741053,
2,100.0,feed_0_3741053,
2,103.0,feed_0_3741054,feed_0_3666564
2,103.0,feed_0_3741054,
2,103.0,feed_0_3741054,
2,103.0,feed_0_3741054,
2,103.0,feed_0_3741054,
2,53.0,feed_0_3741054,feed_0_3749675
2,90.0,feed_0_3741054,
2,103.0,feed_0_3741054,
2,94.0,feed_0_3741054,feed_0_3764604
2,94.0,feed_0_3741054,
2,72.0,feed_0_3741054,feed_0_3807561
2,90.0,feed_0_3741054,
2,103.0,feed_0_3741054,
2,103.0,feed_0_3741054,
2,90.0,feed_0_3741054,
2,90.0,feed_0_3741054,
2,103.0,feed_0_3741054,
2,99.0,feed_0_3741055,feed_0_3666566
2,99.0,feed_0_3741055,
2,99.0,feed_0_3741055,
2,99.0,feed_0_3741055,
2,99.0,feed_0_3741055,
2,90.0,feed_0_3741055,
2,99.0,feed_0_3741055,
2,84.0,feed_0_3741055,feed_0_3807561
2,90.0,feed_0_3741055,
2,99.0,feed_0_3741055,
2,90.0,feed_0_3741055,
2,99.0,feed_0_3741055,
2,90.0,feed_0_3741055,
2,99.0,feed_0_3741055,
2,255.0,,feed_0_1910
2,255.0,,
2,99.0,,
2,99.0,,
2,99.0,,
2,99.0,,
2,68.0,feed_0_3741061,
2,57.0,feed_0_3741062,feed_0_5770808
2,200.0,feed_0_3741063,feed_0_1655
2,200.0,feed_0_3741063,feed_0_1883
2,200.0,feed_0_3741063,
2,200.0,feed_0_3741063,
2,106.0,feed_0_3741063,feed_0_5770810
2,208.0,feed_0_3741064,feed_0_1655
2,208.0,feed_0_3741064,feed_0_1883
2,208.0,feed_0_3741064,
2,208.0,feed_0_3741064,
2,96.0,feed_0_3741064,feed_0_5770810
2,102.0,feed_0_3741064,feed_0_5770811
2,88.0,feed_0_3741067,feed_0_4016689
2,92.0,feed_0_3741068,feed_0_4016689
2,66.0,feed_0_3741068,
2,39.0,feed_0_3741069,feed_0_4000520
2,49.0,feed_0_3741069,feed_0_4016687
2,34.0,feed_0_3741069,feed_0_4016688
2,288.0,feed_0_3741070,feed_0_1743
2,288.0,feed_0_3741070,
2,108.0,feed_0_3741070,feed_0_3813340
2,22.0,feed_0_3741070,feed_0_4000520
2,19.0,feed_0_3741070,feed_0_4016687
2,45.0,feed_0_3741070,feed_0_4016688
2,105.0,feed_0_3741071,
2,105.0,feed_0_3741072,
2,58.0,feed_0_3741073,
2,58.0,feed_0_3741074,
2,85.0,feed_0_3741075,
2,85.0,feed_0_3741076,
2,109.0,feed_0_3741077,feed_0_4000527
2,114.0,feed_0_3741077,feed_0_4000528
2,241.0,feed_0_3741081,feed_0_1918
2,241.0,feed_0_3741081,
2,74.0,feed_0_3741081,feed_0_4000533
2,18.0,feed_0_3741081,
2,29.0,feed_0_3741081,feed_0_4574173
2,74.0,feed_0_3741081,
2,29.0,feed_0_3741081,
2,74.0,feed_0_3741081,
2,18.0,feed_0_3741081,
2,74.0,feed_0_3741081,
2,29.0,feed_0_3741081,
2,29.0,feed_0_3741081,
2,244.0,feed_0_3741082,feed_0_1918
2,244.0,feed_0_3741082,
2,70.0,feed_0_3741082,feed_0_4000533
2,17.0,feed_0_3741082,feed_0_4574173
2,70.0,feed_0_3741082,
2,17.0,feed_0_3741082,
2,70.0,feed_0_3741082,
2,18.0,feed_0_3741082,
2,70.0,feed_0_3741082,
2,17.0,feed_0_3741082,
2,18.0,feed_0_3741082,
2,17.0,feed_0_3741082,
2,84.0,feed_0_3741083,feed_0_4009063
2,120.0,feed_0_3741083,feed_0_4009077
2,45.0,feed_0_3741085,feed_0_4179707
2,97.0,feed_0_3741085,feed_0_4179708
2,80.0,feed_0_3741086,
2,45.0,feed_0_3741087,
2,45.0,feed_0_3741087,
2,45.0,feed_0_3741087,feed_0_5991319
2,45.0,feed_0_3741088,
2,43.0,feed_0_3741088,feed_0_5991319
2,114.0,feed_0_3741090,feed_0_3663828
2,40.0,feed_0_3741090,feed_0_3663829
2,114.0,feed_0_3741090,
2,40.0,feed_0_3741090,
2,114.0,feed_0_3741090,
2,114.0,feed_0_3741090,
2,40.0,feed_0_3741090,
2,40.0,feed_0_3741090,
2,114.0,feed_0_3741090,
2,123.0,feed_0_3741090,
2,114.0,,feed_0_3663828
2,40.0,,feed_0_3663829
2,114.0,,
2,40.0,,
2,114.0,,
2,114.0,,
2,40.0,,
2,40.0,,
2,114.0,,
2,123.0,,
2,24.0,,feed_0_3663826
2,24.0,,
2,24.0,,
2,24.0,,
2,24.0,,
2,119.0,,feed_0_4179754
2,119.0,,
2,143.0,feed_0_3741093,feed_0_4179707
2,80.0,feed_0_3741093,
2,59.0,feed_0_3741094,feed_0_4009063
2,97.0,feed_0_3741094,feed_0_4009077
2,244.0,,feed_0_1910
2,244.0,,
2,104.0,,feed_0_3749764
2,75.0,,feed_0_3619363
2,92.0,,feed_0_5150706
2,63.0,,feed_0_3619363
2,81.0,,feed_0_5150706
2,23.0,,feed_0_3619366
2,23.0,,
2,23.0,,feed_0_3619367
2,23.0,,
2,53.0,,feed_0_3619364
2,53.0,,
2,53.0,,feed_0_3619365
2,53.0,,
2,123.0,,
2,57.0,,
2,57.0,,
2,69.0,,
2,69.0,,
2,23.0,,
2,23.0,,
2,119.0,,feed_0_3619452
2,36.0,,
2,108.0,,feed_0_3619452
2,36.0,,
2,19.0,,
2,135.0,,feed_0_3619452
2,19.0,,
2,19.0,,
2,19.0,,
2,35.0,,
2,35.0,,
2,35.0,,
2,35.0,,
2,29.0,,
2,29.0,,
2,29.0,,
2,29.0,,
2,143.0,,
2,143.0,,
2,143.0,,
2,143.0,,
2,123.0,,
2,41.0,,feed_0_3619355
2,41.0,,feed_0_3619356
2,45.0,,feed_0_3619353
2,11.0,,feed_0_3619351
2,100.0,,feed_0_3619344
2,127.0,,feed_0_3619343
2,66.0,,feed_0_3619344
2,123.0,,
2,57.0,,
2,57.0,,
2,69.0,,
2,69.0,,
2,23.0,,
2,23.0,,
2,119.0,,feed_0_3619452
2,36.0,,
2,108.0,,feed_0_3619452
2,36.0,,
2,19.0,,
2,135.0,,feed_0_3619452
2,19.0,,
2,19.0,,
2,19.0,,
2,35.0,,
2,35.0,,
2,35.0,,
2,35.0,,
2,29.0,,
2,29.0,,
2,29.0,,
2,29.0,,
2,143.0,,
2,143.0,,
2,143.0,,
2,143.0,,
2,104.0,,
2,66.0,,
2,11.0,,feed_0_3619352
2,45.0,,feed_0_3619354
2,195.0,feed_0_3747809,feed_0_1724
2,195.0,feed_0_3747809,
2,58.0,feed_0_3747809,
2,52.0,feed_0_3747809,feed_0_3749691
2,103.0,feed_0_3747809,feed_0_3764794
2,103.0,feed_0_3747809,
2,38.0,feed_0_3747809,feed_0_3893335
2,38.0,feed_0_3747809,
2,104.0,feed_0_3747809,
2,104.0,feed_0_3747809,
2,51.0,feed_0_3747809,
2,51.0,feed_0_3747809,
2,40.0,feed_0_3747809,
2,58.0,feed_0_3747809,
2,40.0,feed_0_3747809,
2,104.0,feed_0_3747809,
2,104.0,feed_0_3747809,
2,52.0,feed_0_3747809,
2,25.0,feed_0_3747809,feed_0_5657267
2,195.0,,feed_0_1724
2,195.0,,
2,58.0,,
2,52.0,,feed_0_3749691
2,103.0,,feed_0_3764794
2,103.0,,
2,38.0,,feed_0_3893335
2,38.0,,
2,104.0,,
2,104.0,,
2,51.0,,
2,51.0,,
2,40.0,,
2,58.0,,
2,40.0,,
2,104.0,,
2,104.0,,
2,52.0,,
2,25.0,,feed_0_5657267
2,198.0,feed_0_3747811,feed_0_1890
2,198.0,feed_0_3747811,
2,18.0,feed_0_3747811,
2,18.0,feed_0_3747811,
2,18.0,feed_0_3747811,
2,82.0,feed_0_3747811,
2,12.0,feed_0_3747811,
2,18.0,feed_0_3747811,
2,82.0,feed_0_3747811,
2,48.0,feed_0_3747811,
2,82.0,feed_0_3747811,
2,12.0,feed_0_3747811,
2,186.0,feed_0_3747812,feed_0_1890
2,186.0,feed_0_3747812,
2,18.0,feed_0_3747812,
2,18.0,feed_0_3747812,
2,18.0,feed_0_3747812,
2,84.0,feed_0_3747812,
2,21.0,feed_0_3747812,
2,84.0,feed_0_3747812,
2,18.0,feed_0_3747812,
2,29.0,feed_0_3747812,
2,84.0,feed_0_3747812,
2,21.0,feed_0_3747812,
2,211.0,feed_0_3747813,feed_0_2053
2,211.0,feed_0_3747813,
2,18.0,feed_0_3747813,
2,62.0,feed_0_3747813,feed_0_3811232
2,18.0,feed_0_3747813,
2,18.0,feed_0_3747813,
2,18.0,feed_0_3747813,
2,192.0,feed_0_3747814,feed_0_2053
2,192.0,feed_0_3747814,
2,18.0,feed_0_3747814,
2,46.0,feed_0_3747814,feed_0_3811232
2,18.0,feed_0_3747814,
2,18.0,feed_0_3747814,
2,18.0,feed_0_3747814,
2,18.0,feed_0_3747814,
2,18.0,feed_0_3747814,
2,45.0,feed_0_3747815,feed_0_3764800
2,24.0,feed_0_3747815,
2,80.0,feed_0_3747815,feed_0_3811286
2,45.0,feed_0_3747815,
2,24.0,feed_0_3747815,
2,59.0,feed_0_3747815,feed_0_4008204
2,80.0,feed_0_3747815,feed_0_4008283
2,80.0,feed_0_3747815,
2,45.0,feed_0_3747815,
2,93.0,feed_0_3747815,feed_0_5018186
2,82.0,feed_0_3747815,
2,43.0,feed_0_3747816,feed_0_3764800
2,55.0,feed_0_3747816,feed_0_3811286
2,43.0,feed_0_3747816,
2,64.0,feed_0_3747816,feed_0_4008204
2,83.0,feed_0_3747816,feed_0_4008283
2,55.0,feed_0_3747816,
2,43.0,feed_0_3747816,
2,95.0,feed_0_3747816,feed_0_4036657
2,24.0,feed_0_3747816,
2,95.0,feed_0_3747816,
2,24.0,feed_0_3747816,
2,68.0,feed_0_3747816,feed_0_5018186
2,61.0,feed_0_3747816,
2,62.0,feed_0_3747817,feed_0_3764802
2,37.0,feed_0_3747817,
2,62.0,feed_0_3747817,
2,37.0,feed_0_3747817,
2,103.0,feed_0_3747817,feed_0_4008283
2,37.0,feed_0_3747817,
2,62.0,feed_0_3747817,
2,78.0,feed_0_3747817,feed_0_4036657
2,78.0,feed_0_3747817,
2,101.0,feed_0_3747817,
2,24.0,feed_0_3747818,feed_0_3764802
2,24.0,feed_0_3747818,
2,102.0,feed_0_3747818,feed_0_4008283
2,24.0,feed_0_3747818,
2,37.0,feed_0_3747818,
2,37.0,feed_0_3747818,
2,108.0,feed_0_3747819,
2,65.0,feed_0_3747823,
2,90.0,feed_0_3747823,feed_0_4016322
2,65.0,feed_0_3747823,
2,90.0,feed_0_3747823,
2,65.0,feed_0_3747823,
2,90.0,feed_0_3747823,
2,93.0,feed_0_3747825,feed_0_3764646
2,93.0,feed_0_3747825,
2,93.0,feed_0_3747825,
2,256.0,feed_0_3747826,feed_0_1761
2,256.0,feed_0_3747826,
2,96.0,feed_0_3747826,feed_0_3764613
2,96.0,feed_0_3747826,
2,96.0,feed_0_3747826,
2,96.0,feed_0_3747826,
2,229.0,feed_0_3747827,feed_0_1761
2,229.0,feed_0_3747827,
2,62.0,feed_0_3747827,feed_0_3764613
2,62.0,feed_0_3747827,
2,62.0,feed_0_3747827,
2,62.0,feed_0_3747827,
2,208.0,feed_0_3747828,feed_0_1761
2,208.0,feed_0_3747828,
2,36.0,feed_0_3747832,feed_0_3687435
2,59.0,feed_0_3747832,feed_0_3687436
2,197.0,feed_0_3747834,feed_0_2062
2,197.0,feed_0_3747834,
2,84.0,feed_0_3747834,feed_0_3748094
2,104.0,feed_0_3747834,
2,84.0,feed_0_3747834,
2,50.0,feed_0_3747834,
2,50.0,feed_0_3747834,
2,75.0,feed_0_3747834,
2,104.0,feed_0_3747834,
2,104.0,feed_0_3747834,
2,75.0,feed_0_3747834,
2,104.0,feed_0_3747834,
2,241.0,,feed_0_2062
2,241.0,,
2,40.0,,feed_0_3748094
2,64.0,,
2,54.0,,feed_0_3764984
2,64.0,,
2,40.0,,
2,64.0,,
2,58.0,,
2,64.0,,
2,58.0,,
2,54.0,,
2,104.0,,
2,54.0,,
2,89.0,feed_0_3747836,feed_0_3764981
2,89.0,feed_0_3747836,
2,89.0,feed_0_3747836,
2,89.0,feed_0_3747836,
2,189.0,feed_0_3747837,feed_0_1955
2,189.0,feed_0_3747837,feed_0_1956
2,189.0,feed_0_3747837,
2,189.0,feed_0_3747837,
2,81.0,feed_0_3747837,feed_0_3673587
2,107.0,feed_0_3747837,feed_0_3673588
2,81.0,feed_0_3747837,
2,107.0,feed_0_3747837,
2,72.0,feed_0_3747837,feed_0_3813082
2,81.0,feed_0_3747837,
2,107.0,feed_0_3747837,
2,107.0,feed_0_3747837,
2,51.0,feed_0_3747837,
2,107.0,feed_0_3747837,
2,81.0,feed_0_3747837,
2,81.0,feed_0_3747837,
2,107.0,feed_0_3747837,
2,49.0,feed_0_3747838,
2,58.0,feed_0_3747838,feed_0_3926297
2,49.0,feed_0_3747838,
2,49.0,feed_0_3747838,
2,58.0,feed_0_3747838,
2,43.0,feed_0_3747839,feed_0_3926297
2,43.0,feed_0_3747839,
2,27.0,feed_0_3747840,
2,27.0,feed_0_3747841,
2,101.0,feed_0_3747844,
2,101.0,feed_0_3747845,
2,91.0,feed_0_3747848,feed_0_3765269
2,83.0,feed_0_3747848,feed_0_3765295
2,101.0,feed_0_3747849,feed_0_3765295
2,21.0,feed_0_3747850,
2,45.0,feed_0_3747850,
2,49.0,feed_0_3747850,
2,21.0,feed_0_3747851,
2,63.0,feed_0_3747851,
2,70.0,feed_0_3747851,
2,33.0,feed_0_3747852,
2,33.0,feed_0_3747853,
2,37.0,feed_0_3747860,feed_0_3765274
2,33.0,feed_0_3747860,feed_0_3765290
2,63.0,feed_0_3747861,feed_0_3765274
2,93.0,feed_0_3747861,feed_0_3765290
2,63.0,feed_0_3747862,feed_0_3813546
2,85.0,feed_0_3747862,feed_0_3813547
2,26.0,feed_0_3747862,
2,75.0,feed_0_3747863,feed_0_3813546
2,92.0,feed_0_3747863,feed_0_3813547
2,26.0,feed_0_3747863,
2,50.0,,feed_0_3673590
2,73.0,,feed_0_3764981
2,73.0,,
2,50.0,,
2,73.0,,
2,73.0,,
2,195.0,feed_0_3747868,feed_0_2062
2,195.0,feed_0_3747868,
2,92.0,feed_0_3747868,
2,108.0,feed_0_3747868,
2,105.0,feed_0_3747868,feed_0_3748094
2,20.0,feed_0_3747868,feed_0_3764984
2,64.0,feed_0_3747868,
2,105.0,feed_0_3747868,
2,64.0,feed_0_3747868,
2,64.0,feed_0_3747868,
2,64.0,feed_0_3747868,
2,209.0,feed_0_3747869,feed_0_2062
2,209.0,feed_0_3747869,
2,94.0,feed_0_3747869,feed_0_3748094
2,105.0,feed_0_3747869,
2,94.0,feed_0_3747869,
2,60.0,feed_0_3747869,
2,60.0,feed_0_3747869,
2,88.0,feed_0_3747869,
2,105.0,feed_0_3747869,
2,21.0,feed_0_3747869,
2,105.0,feed_0_3747869,
2,88.0,feed_0_3747869,
2,105.0,feed_0_3747869,
2,53.0,feed_0_3747871,feed_0_4044992
2,71.0,feed_0_3747875,feed_0_3764646
2,71.0,feed_0_3747875,
2,71.0,feed_0_3747875,
2,34.0,feed_0_3747878,
2,92.0,feed_0_3747878,feed_0_4016322
2,34.0,feed_0_3747878,
2,92.0,feed_0_3747878,
2,34.0,feed_0_3747878,
2,92.0,feed_0_3747878,
2,50.0,feed_0_3747905,feed_0_3666564
2,26.0,feed_0_3747905,feed_0_3666565
2,50.0,feed_0_3747905,
2,26.0,feed_0_3747905,
2,50.0,feed_0_3747905,
2,26.0,feed_0_3747905,
2,50.0,feed_0_3747905,
2,26.0,feed_0_3747905,
2,50.0,feed_0_3747905,
2,30.0,feed_0_3747905,
2,51.0,feed_0_3747905,feed_0_3764604
2,30.0,feed_0_3747905,
2,51.0,feed_0_3747905,
2,15.0,feed_0_3747905,feed_0_3811223
2,30.0,feed_0_3747905,
2,26.0,feed_0_3747905,
2,50.0,feed_0_3747905,
2,26.0,feed_0_3747905,
2,50.0,feed_0_3747905,
2,42.0,,feed_0_3666564
2,34.0,,feed_0_3666565
2,42.0,,
2,34.0,,
2,42.0,,
2,34.0,,
2,42.0,,
2,34.0,,
2,42.0,,
2,80.0,,feed_0_3749675
2,20.0,,feed_0_3764604
2,20.0,,
2,14.0,,feed_0_3811223
2,34.0,,
2,42.0,,
2,34.0,,
2,42.0,,
2,205.0,,feed_0_1957
2,205.0,,
2,74.0,,feed_0_3749677
2,81.0,,feed_0_3749738
2,81.0,,
2,63.0,,feed_0_5657278
2,74.0,,
2,225.0,feed_0_3747908,feed_0_1953
2,225.0,feed_0_3747908,feed_0_1954
2,225.0,feed_0_3747908,
2,225.0,feed_0_3747908,
2,13.0,feed_0_3747908,feed_0_3666561
2,34.0,feed_0_3747908,feed_0_3666562
2,13.0,feed_0_3747908,
2,34.0,feed_0_3747908,
2,13.0,feed_0_3747908,
2,34.0,feed_0_3747908,
2,13.0,feed_0_3747908,
2,34.0,feed_0_3747908,
2,13.0,feed_0_3747908,
2,69.0,feed_0_3747908,feed_0_3740294
2,105.0,feed_0_3747908,feed_0_3740295
2,95.0,feed_0_3747908,feed_0_3740501
2,34.0,feed_0_3747908,
2,88.0,feed_0_3747908,feed_0_3764608
2,83.0,feed_0_3747908,feed_0_4035561
2,88.0,feed_0_3747908,
2,52.0,feed_0_3747908,feed_0_4035730
2,52.0,feed_0_3747908,
2,69.0,feed_0_3747908,
2,69.0,feed_0_3747908,
2,13.0,feed_0_3747908,
2,105.0,feed_0_3747908,
2,83.0,feed_0_3747908,
2,105.0,feed_0_3747908,
2,34.0,feed_0_3747908,feed_0_4044988
2,45.0,feed_0_3747908,
2,52.0,feed_0_3747908,
2,52.0,feed_0_3747908,
2,52.0,feed_0_3747908,
2,34.0,feed_0_3747908,
2,83.0,feed_0_3747908,
2,69.0,feed_0_3747908,
2,83.0,feed_0_3747908,
2,103.0,feed_0_3747908,feed_0_5761444
2,208.0,feed_0_3747909,feed_0_1953
2,208.0,feed_0_3747909,feed_0_1954
2,208.0,feed_0_3747909,
2,208.0,feed_0_3747909,
2,31.0,feed_0_3747909,feed_0_3666561
2,18.0,feed_0_3747909,feed_0_3666562
2,31.0,feed_0_3747909,
2,18.0,feed_0_3747909,
2,31.0,feed_0_3747909,
2,18.0,feed_0_3747909,
2,31.0,feed_0_3747909,
2,18.0,feed_0_3747909,
2,31.0,feed_0_3747909,
2,58.0,feed_0_3747909,feed_0_3740294
2,18.0,feed_0_3747909,
2,44.0,feed_0_3747909,
2,92.0,feed_0_3747909,feed_0_3764608
2,44.0,feed_0_3747909,
2,40.0,feed_0_3747909,feed_0_4035561
2,92.0,feed_0_3747909,
2,66.0,feed_0_3747909,feed_0_4035730
2,66.0,feed_0_3747909,
2,58.0,feed_0_3747909,
2,58.0,feed_0_3747909,
2,31.0,feed_0_3747909,
2,40.0,feed_0_3747909,
2,45.0,feed_0_3747909,feed_0_4044988
2,27.0,feed_0_3747909,
2,66.0,feed_0_3747909,
2,66.0,feed_0_3747909,
2,66.0,feed_0_3747909,
2,45.0,feed_0_3747909,
2,40.0,feed_0_3747909,
2,58.0,feed_0_3747909,
2,44.0,feed_0_3747909,
2,40.0,feed_0_3747909,
2,61.0,feed_0_3747909,feed_0_5761444
2,255.0,feed_0_3747910,feed_0_1953
2,255.0,feed_0_3747910,feed_0_1954
2,255.0,feed_0_3747910,
2,255.0,feed_0_3747910,
2,254.0,feed_0_3747911,feed_0_1953
2,254.0,feed_0_3747911,feed_0_1954
2,254.0,feed_0_3747911,
2,254.0,feed_0_3747911,
2,36.0,feed_0_3747911,
2,36.0,feed_0_3747911,
2,36.0,feed_0_3747911,
2,36.0,feed_0_3747911,
2,214.0,feed_0_3747912,feed_0_2085
2,214.0,feed_0_3747912,
2,41.0,feed_0_3747912,
2,41.0,feed_0_3747912,
2,41.0,feed_0_3747912,
2,41.0,feed_0_3747912,
2,240.0,feed_0_3747913,feed_0_2085
2,240.0,feed_0_3747913,
2,41.0,feed_0_3747913,
2,41.0,feed_0_3747913,
2,41.0,feed_0_3747913,
2,41.0,feed_0_3747913,
2,99.0,feed_0_3747916,
2,69.0,feed_0_3747917,
2,106.0,feed_0_3747918,
2,69.0,feed_0_3747918,
2,106.0,feed_0_3747919,
2,205.0,feed_0_3747920,feed_0_1963
2,205.0,feed_0_3747920,
2,59.0,feed_0_3747920,feed_0_3926435
2,59.0,feed_0_3747920,
2,86.0,feed_0_3747922,feed_0_3687465
2,88.0,feed_0_3747923,feed_0_3687443
2,103.0,feed_0_3747924,feed_0_3687443
2,97.0,feed_0_3747924,
2,71.0,feed_0_3747927,feed_0_3687072
2,81.0,feed_0_3747928,feed_0_3687072
2,207.0,feed_0_3747929,feed_0_1633
2,207.0,feed_0_3747929,
2,86.0,feed_0_3747929,feed_0_3673596
2,86.0,feed_0_3747929,
2,86.0,feed_0_3747929,
2,232.0,feed_0_3747930,feed_0_1633
2,232.0,feed_0_3747930,
2,84.0,feed_0_3747930,feed_0_3673595
2,28.0,feed_0_3747930,feed_0_3673596
2,28.0,feed_0_3747930,
2,84.0,feed_0_3747930,
2,28.0,feed_0_3747930,
2,84.0,feed_0_3747930,
