stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,wheelchair_boarding,parent_station
feed_0_4458788,,GROUPE HOSPITALIER PAUL BROUSSE,31 BOULEVARD PAUL VAILLANT COUTURIER - 94076,48.794638308248146,2.3625442339929292,0,,
feed_0_4458789,,PAUL VAILLANT-COUTURIER-METRO,1-3 BOULEVARD PAUL VAILLANT COUTURIER - 94076,48.79549098679747,2.3675509480989887,0,,
feed_0_4458791,,VILLEJUIF - LOUIS ARAGON,PISTE GARE ROUTIERE - 94076,48.78785123708828,2.3676825118887823,0,,
feed_0_4458792,,VILLEJUIF - LOUIS ARAGON-METRO,PISTE GARE ROUTIERE - 94076,48.78762657014496,2.367559962135708,0,,
feed_0_4458796,,GROUPE HOSPITALIER PAUL BROUSSE,FACE 27 BOULEVARD PAUL VAILLANT COUTURIER - 94076,48.794844876952986,2.363251737581114,0,,
feed_0_4458797,,VERDUN - GROSMENIL,FACE 119 AVENUE PAUL VAILLANT COUTURIER - 94076,48.794765475569356,2.35518459553728,0,,
feed_0_4458798,,INSTITUT GUSTAVE ROUSSY - HAUTES BRUYERES,RUE CAMILLE DESMOULINS - 94076,48.795440395846,2.3483964031921007,0,,
feed_0_4458801,,AUGUSTE DELAUNE,FACE 1 RUE AUGUSTE DELAUNE - 94003,48.80202900814903,2.338220690104766,0,,
feed_0_4458808,,PASTEUR - MEUNIERS,13 RUE DES MEUNIERS - 92007,48.7979018685955,2.316997275361655,0,,
feed_0_4458809,,LES IRIS,35 RUE DES MEUNIERS - 92007,48.79805396360765,2.313242306705647,0,,
feed_0_4458810,,RUE DES OLIVETTES,27 AVENUE GABRIEL PERI - 92007,48.79749513513699,2.306385847808469,0,,
feed_0_4458811,,ROSENBERG,AVENUE GABRIEL PERI - 92007,48.79701764965895,2.3023047897216844,0,,
feed_0_4458812,,RUE FROIDE,10 AVENUE JEAN-BAPTISTE FORTIN - 92007,48.79731360245945,2.300168676057517,0,,
feed_0_4458813,,LIBERTE,7-9 RUE DE CHARTRES - 92020,48.79796754114928,2.2937467800028233,0,,
feed_0_4458814,,CHARTRES - BLANCHARD,63-65 RUE BLANCHARD - 92020,48.79598046005003,2.2917078144657896,0,,
