1;6X;3
2;19;3
3;35;3
4;15;3
5;16;3
6;21;3
7;20;3
9;40;3
10;82;3
15;81;3
18;61;3
20;85;3
24;5X;3
28;22;3
29;23;3
30;31T;3
31;29;3
32;3;3
33;2;3
34;1;3
35;30;3
36;7;3
37;6;3
38;5;3
39;31;3
40;8A;3
41;4;3
42;71;3
43;9;3
44;8;3
45;74;3
46;75;3
